Unnamed: 0;Age;Sex;Job;Housing;Saving accounts;Checking account;Credit amount;Duration;Purpose
-10.167.143.324.002.200;0.6555975913307688;male;0.1469491804436178;own;little;;-0.4736277907801112;-0.738667542842371;furniture/equipment
-10.132.502.290.530.300;-0.8395941248783899;male;0.1469491804436178;own;little;moderate;-0.6547483536419514;-0.738667542842371;domestic appliances
-10.097.861.257.058.400;-1.279.356.394.351.670;male;-13.837.714.491.773.900;own;little;little;11.685.083.496.091.300;0.2569530922366421;business
-10.063.220.223.586.500;17.110.270.380.666.400;male;0.1469491804436178;own;rich;;-0.6586472307289969;-0.738667542842371;car
-10.028.579.190.114.600;-0.22392694761579512;male;0.1469491804436178;own;;;-0.06991679058512884;-0.9875727016121243;radio/TV
-0.9993938156642749;0.8315024991200816;female;-13.837.714.491.773.900;own;;;0.1998146151641087;12.525.737.273.156.500;radio/TV
-0.995929712317085;12.712.647.685.933.600;male;0.1469491804436178;own;little;little;0.7165930508834101;0.5058582510063954;business
-0.9924656089698952;2.678.504.030.907.860;male;1.677.669.810.064.630;own;little;rich;-0.4831977618119501;0.7547634097761486;business
-0.9890015056227053;135.921.722.248.802;male;0.1469491804436178;own;;;0.025074032990161123;12.525.737.273.156.500;radio/TV
-0.9855374022755155;0.3037877757521432;female;-13.837.714.491.773.900;own;;moderate;-0.8291344924443494;-12.364.778.603.818.700;education
-0.9820732989283256;-0.3998318554051079;male;0.1469491804436178;own;little;little;-0.05928348943864116;-0.2408572253028645;business
-0.9786091955811357;-1.103.451.486.562.350;male;0.1469491804436178;own;little;rich;0.22746119814497667;12.525.737.273.156.500;radio/TV
-0.9751450922339459;-10.154.990.326.677.000;male;-13.837.714.491.773.900;rent;little;little;-0.08870228927725708;0.2569530922366421;furniture/equipment
-0.971680988886756;2.502.599.123.118.550;female;0.1469491804436178;own;little;;-0.6760149559349268;-0.9046043153555399;car
-0.9682168855395662;-0.8395941248783899;male;-13.837.714.491.773.900;own;little;moderate;-0.9379486075100734;-0.738667542842371;radio/TV
-0.9647527821923763;-1.103.451.486.562.350;female;0.1469491804436178;rent;;little;-0.7341436688690595;-0.738667542842371;education
-0.9612886788451864;-0.4877843092997643;male;0.1469491804436178;own;little;;-0.908884251043007;-0.738667542842371;radio/TV
-0.9578245754979966;-0.3118794015104515;male;0.1469491804436178;own;;;-0.10394335425388943;0.2569530922366421;business
-0.9543604721508067;-0.4877843092997643;male;0.1469491804436178;own;little;;0.49116706657787124;-0.4897623840726178;car
-0.9508963688036168;-0.7516416709837335;male;0.1469491804436178;own;little;;-0.23331518486948957;12.525.737.273.156.500;repairs
-0.947432265456427;-0.7516416709837335;male;0.1469491804436178;own;rich;moderate;2.725.578.080.826.480;22.481.943.623.946.600;radio/TV
-0.9439681621092372;15.351.221.302.773.300;male;1.677.669.810.064.630;free;little;little;1.628.221.402.508.950;-0.738667542842371;furniture/equipment
-0.9405040587620472;-11.914.039.404.570.100;male;0.1469491804436178;own;little;;-0.6356084115782735;-0.9875727016121243;radio/TV
-0.9370399554148574;-11.914.039.404.570.100;male;0.1469491804436178;free;little;little;-0.04333353771890964;0.2569530922366421;furniture/equipment
-0.9335758520676676;-0.8395941248783899;male;0.1469491804436178;own;little;rich;0.33273087949520475;12.525.737.273.156.500;radio/TV
-0.9301117487204776;135.921.722.248.802;male;-13.837.714.491.773.900;free;quite rich;;-0.27088618225374606;-0.9875727016121243;car
-0.9266476453732878;-0.048022039826482336;male;0.1469491804436178;own;moderate;;-0.40061245624089575;-0.738667542842371;radio/TV
-0.923183542026098;-0.9275465787730462;male;-13.837.714.491.773.900;own;little;moderate;-0.8525277549666223;-0.2408572253028645;radio/TV
-0.9197194386789082;0.5676451374361124;male;-13.837.714.491.773.900;own;little;;-0.6122151490560007;-14.024.146.328.950.400;radio/TV
-0.9162553353317182;-0.4877843092997643;male;1.677.669.810.064.630;own;little;little;-0.5133254483936652;0.2569530922366421;radio/TV
-0.9127912319845284;-1.103.451.486.562.350;male;-29.144.920.787.984.100;own;;moderate;39.994.475.581.757.000;-12.364.778.603.818.700;car
-0.9093271286373386;2.238.741.761.434.580;male;-13.837.714.491.773.900;rent;moderate;moderate;-0.1787309056508528;0.008047933466888799;business
-0.9058630252901486;-0.048022039826482336;female;0.1469491804436178;own;little;;-0.7018893220580468;-0.738667542842371;radio/TV
-0.9023989219429588;0.3037877757521432;male;0.1469491804436178;own;little;little;-0.2655695316805022;0.7547634097761486;radio/TV
-0.898934818595769;-0.5757367631944207;female;0.1469491804436178;own;;little;-0.8351600297606924;0.2569530922366421;car
-0.895470715248579;135.921.722.248.802;male;0.1469491804436178;own;little;;-0.5941385371069716;-12.364.778.603.818.700;radio/TV
-0.8920066119013892;-10.154.990.326.677.000;male;0.1469491804436178;free;little;little;0.4727360112572926;22.481.943.623.946.600;car
-0.8885425085541994;-0.7516416709837335;female;0.1469491804436178;own;little;;-0.7394603194423033;-0.738667542842371;business
-0.8850784052070095;-0.048022039826482336;female;-13.837.714.491.773.900;own;quite rich;;0.06229058700286801;-0.738667542842371;education
-0.8816143018598196;-0.9275465787730462;male;0.1469491804436178;own;little;;-0.7135859533191833;0.2569530922366421;business
-0.8781501985126298;14.471.696.763.826.700;male;0.1469491804436178;own;little;;-0.9053398173275111;-0.738667542842371;radio/TV
-0.8746860951654399;-0.048022039826482336;male;0.1469491804436178;rent;moderate;;-0.732725895382861;-12.364.778.603.818.700;car
-0.87122199181825;-0.8395941248783899;male;0.1469491804436178;own;little;rich;-0.4771722244956071;0.2569530922366421;furniture/equipment
-0.8677578884710602;-11.914.039.404.570.100;female;0.1469491804436178;rent;little;;-10.060.017.348.475.900;-0.2408572253028645;radio/TV
-0.8642937851238703;0.3037877757521432;female;-13.837.714.491.773.900;own;rich;little;-0.9234164292765402;-12.364.778.603.818.700;car
-0.8608296817766805;0.919454953014738;female;-13.837.714.491.773.900;own;little;rich;-0.36162368537044093;-0.738667542842371;furniture/equipment
-0.8573655784294906;-10.154.990.326.677.000;female;0.1469491804436178;own;little;moderate;-0.39742246589694946;0.7547634097761486;car
-0.8539014750823007;-0.048022039826482336;male;0.1469491804436178;own;moderate;;0.31181872057377896;0.2569530922366421;furniture/equipment
-0.8504373717351109;-10.154.990.326.677.000;male;0.1469491804436178;own;;moderate;-0.4399556704829002;-0.9875727016121243;furniture/equipment
-0.846973268387921;-0.7516416709837335;male;-13.837.714.491.773.900;own;;moderate;14.697.852.154.262.800;32.438.149.974.736.800;radio/TV
-0.8435091650407311;-0.048022039826482336;male;-13.837.714.491.773.900;own;little;;-0.20814970548946873;0.2569530922366421;radio/TV
-0.8400450616935413;-0.5757367631944207;male;0.1469491804436178;free;little;little;-0.39777690926849907;-0.738667542842371;radio/TV
-0.8365809583463515;-1.103.451.486.562.350;female;0.1469491804436178;own;moderate;;0.19166241761846814;-0.4897623840726178;car
-0.8331168549991615;18.869.319.458.559.500;female;-13.837.714.491.773.900;own;moderate;;-0.7504480639603406;-0.8216359290989554;radio/TV
-0.8296527516519717;-0.7516416709837335;male;0.1469491804436178;own;little;little;-0.572163048070897;-0.738667542842371;furniture/equipment
-0.8261886483047819;17.110.270.380.666.400;female;0.1469491804436178;own;little;little;-0.5913029901345749;0.2569530922366421;radio/TV
-0.822724544957592;0.03993041406817406;male;1.677.669.810.064.630;free;little;little;0.7197830412273564;-0.2408572253028645;car
-0.8192604416104021;18.869.319.458.559.500;female;-13.837.714.491.773.900;free;little;;-0.185465329710295;-0.738667542842371;education
-0.8157963382632123;-0.3118794015104515;male;-13.837.714.491.773.900;own;little;;-0.7231559243510222;-0.9046043153555399;car
-0.8123322349160224;0.12788286796283044;male;0.1469491804436178;own;little;moderate;-0.8752121307457961;-0.4897623840726178;radio/TV
-0.8088681315688325;0.03993041406817406;male;0.1469491804436178;own;;;1.074.935.299.520.040;12.525.737.273.156.500;business
-0.8054040282216427;0.21583532185748686;female;0.1469491804436178;own;little;;-0.6161140261430461;0.2569530922366421;radio/TV
-0.8019399248744529;0.8315024991200816;male;1.677.669.810.064.630;own;little;little;20.227.168.750.436.400;-0.5727307703292022;car
-0.7984758215272629;-0.9275465787730462;male;0.1469491804436178;own;;;-0.8053867865505269;0.2569530922366421;radio/TV
-0.7950117181800731;-0.3118794015104515;male;0.1469491804436178;own;;;-0.2159474596635597;-0.2408572253028645;car
-0.7915476148328833;0.12788286796283044;female;0.1469491804436178;rent;quite rich;;-0.6625461078160424;-0.738667542842371;furniture/equipment
-0.7880835114856933;0.03993041406817406;male;1.677.669.810.064.630;free;;moderate;3.153.745.673.658.380;22.481.943.623.946.600;car
-0.7846194081385035;-0.6636892170890771;male;0.1469491804436178;own;little;moderate;-0.0748789977868231;22.481.943.623.946.600;radio/TV
-0.7811553047913137;-0.13597449372113873;male;-13.837.714.491.773.900;own;little;little;3.093.135.857.123.400;0.7547634097761486;repairs
-0.7776912014441238;-0.3118794015104515;male;0.1469491804436178;own;little;;-0.20354194165932407;-0.9875727016121243;radio/TV
-0.7742270980969339;-0.8395941248783899;female;0.1469491804436178;own;little;;-0.30739384952335375;-0.2408572253028645;radio/TV
-0.7707629947497441;11.833.123.146.987.000;male;-13.837.714.491.773.900;own;;little;-0.7121681798329849;-0.738667542842371;furniture/equipment
-0.7672988914025543;-0.3118794015104515;female;0.1469491804436178;own;little;;0.4748626714865901;-12.364.778.603.818.700;furniture/equipment
-0.7638347880553643;-0.5757367631944207;male;1.677.669.810.064.630;rent;moderate;;-0.48567886541279726;0.2569530922366421;radio/TV
-0.7603706847081745;-1.103.451.486.562.350;male;0.1469491804436178;rent;rich;;0.03428956065045045;-0.4897623840726178;car
-0.7569065813609847;12.712.647.685.933.600;male;0.1469491804436178;own;little;;-0.601581847909513;-0.738667542842371;furniture/equipment
-0.7534424780137948;11.833.123.146.987.000;male;-13.837.714.491.773.900;own;;rich;-0.64730504283941;-0.2408572253028645;radio/TV
-0.7499783746666049;24.146.466.692.238.900;male;0.1469491804436178;own;;;-0.6207217899731908;-0.4897623840726178;furniture/equipment
-0.7465142713194151;0.12788286796283044;male;0.1469491804436178;own;moderate;moderate;0.21505568014074106;0.2569530922366421;car
-0.7430501679722252;-0.048022039826482336;female;-13.837.714.491.773.900;own;little;little;26.408.661.150.261.300;2.165.225.976.138.080;car
-0.7395860646250353;-0.8395941248783899;male;0.1469491804436178;own;little;little;0.5375991482508674;22.481.943.623.946.600;car
-0.7361219612778455;-0.3998318554051079;male;1.677.669.810.064.630;free;moderate;moderate;15.279.139.283.604.200;22.481.943.623.946.600;vacation/others
-0.7326578579306556;11.833.123.146.987.000;female;0.1469491804436178;own;little;moderate;-0.7724235529964151;-0.738667542842371;radio/TV
-0.7291937545834657;10.953.598.608.040.500;male;0.1469491804436178;own;little;little;-0.7965257022617872;0.2569530922366421;radio/TV
-0.7257296512362759;-0.8395941248783899;male;0.1469491804436178;own;little;;-0.7780946469412086;-0.738667542842371;business
-0.722265547889086;-0.6636892170890771;male;1.677.669.810.064.630;rent;little;moderate;21.715.830.910.944.700;12.525.737.273.156.500;car
-0.7188014445418962;0.7435500452254252;female;1.677.669.810.064.630;free;little;little;11.156.962.872.482.400;0.2569530922366421;car
-0.7153373411947063;1.798.979.491.961.300;male;0.1469491804436178;free;little;rich;0.5404346952232641;17.503.840.448.551.600;car
-0.7118732378475164;0.919454953014738;male;1.677.669.810.064.630;own;;;1.544.572.766.823.250;22.481.943.623.946.600;business
-0.7084091345003266;-0.8395941248783899;female;0.1469491804436178;own;little;moderate;2.370.780.265.905.340;22.481.943.623.946.600;furniture/equipment
-0.7049450311531367;-13.673.088.482.463.200;female;0.1469491804436178;rent;;;0.4975470472657638;-0.738667542842371;car
-0.7014809278059468;0.8315024991200816;male;-13.837.714.491.773.900;own;;;-0.7033070955442452;-0.9046043153555399;car
-0.698016824458757;0.6555975913307688;male;0.1469491804436178;own;little;;-0.2680506352813493;-0.2408572253028645;furniture/equipment
-0.6945527211115672;-0.3118794015104515;male;0.1469491804436178;own;rich;moderate;-0.18652865982494377;0.008047933466888799;furniture/equipment
-0.6910886177643772;16.230.745.841.719.800;female;-29.144.920.787.984.100;own;little;;-0.9212897690472427;-12.364.778.603.818.700;car
-0.6876245144171874;0.5676451374361124;female;0.1469491804436178;own;little;moderate;0.18882687064607143;12.525.737.273.156.500;radio/TV
-0.6841604110699976;0.12788286796283044;male;-13.837.714.491.773.900;own;;rich;-0.6831038233659186;0.2569530922366421;car
-0.6806963077228076;11.833.123.146.987.000;male;0.1469491804436178;own;little;little;-0.7915634950600929;-0.9046043153555399;car
-0.6772322043756178;0.7435500452254252;male;0.1469491804436178;free;quite rich;;2.429.972.308.954.120;22.481.943.623.946.600;car
-0.673768101028428;-0.22392694761579512;male;0.1469491804436178;own;rich;;-0.6125695924275503;-12.364.778.603.818.700;furniture/equipment
-0.6703039976812382;-10.154.990.326.677.000;female;-13.837.714.491.773.900;rent;;;0.545751345796508;0.7547634097761486;car
-0.6668398943340482;-0.22392694761579512;male;-13.837.714.491.773.900;own;moderate;little;-0.9017953836120153;-0.738667542842371;radio/TV
-0.6633757909868584;-10.154.990.326.677.000;female;0.1469491804436178;own;little;moderate;-0.7210292641217246;-10.705.410.878.687.000;furniture/equipment
-0.6599116876396686;-11.914.039.404.570.100;male;-13.837.714.491.773.900;rent;little;moderate;-106.164.934.418.088;-0.9875727016121243;car
-0.6564475842924786;0.3917402296467996;male;-29.144.920.787.984.100;free;;moderate;0.747784067579774;22.481.943.623.946.600;vacation/others
-0.6529834809452888;-0.9275465787730462;male;0.1469491804436178;own;moderate;;0.7938617058812206;0.2569530922366421;furniture/equipment
-0.649519377598099;-0.8395941248783899;female;0.1469491804436178;own;little;rich;0.169332485210844;0.2569530922366421;furniture/equipment
-0.646055274250909;-0.9275465787730462;male;-13.837.714.491.773.900;own;little;moderate;-0.916682005217098;-0.738667542842371;car
-0.6425911709037192;-0.5757367631944207;male;-13.837.714.491.773.900;own;;rich;-0.6299373176334802;-14.024.146.328.950.400;car
-0.6391270675565294;-0.3998318554051079;male;0.1469491804436178;own;little;little;-0.1861742164533942;12.525.737.273.156.500;furniture/equipment
-0.6356629642093395;0.21583532185748686;male;-13.837.714.491.773.900;own;little;little;-0.9085298076714574;-0.738667542842371;furniture/equipment
-0.6321988608621496;10.953.598.608.040.500;female;-13.837.714.491.773.900;own;;moderate;0.38270739488369687;0.2569530922366421;furniture/equipment
-0.6287347575149598;-0.3118794015104515;male;0.1469491804436178;own;little;;-0.9110109112723046;-0.738667542842371;education
-0.62527065416777;-0.7516416709837335;female;-13.837.714.491.773.900;own;little;little;0.13176148782658753;-0.4897623840726178;furniture/equipment
-0.62180655082058;-0.6636892170890771;male;1.677.669.810.064.630;own;little;moderate;0.34655417098563873;0.7547634097761486;car
-0.6183424474733902;-0.3118794015104515;male;0.1469491804436178;own;little;little;-0.4725644606654624;0.2569530922366421;radio/TV
-0.6148783441262003;-0.13597449372113873;male;1.677.669.810.064.630;free;little;little;-0.1280455035192615;0.2569530922366421;car
-0.6114142407790105;-0.6636892170890771;male;0.1469491804436178;own;rich;little;-0.21701078977820845;-0.2408572253028645;furniture/equipment
-0.6079501374318206;0.03993041406817406;female;0.1469491804436178;own;little;;-0.7951079287755888;-0.2408572253028645;car
-0.6044860340846308;0.3037877757521432;male;-13.837.714.491.773.900;own;little;little;0.04492286179693813;-10.705.410.878.687.000;car
-0.6010219307374409;11.833.123.146.987.000;male;0.1469491804436178;rent;;;0.8966502836306015;-0.738667542842371;furniture/equipment
-0.597557827390251;-0.13597449372113873;female;0.1469491804436178;own;rich;;-0.6189495731154429;0.2569530922366421;car
-0.5940937240430612;-0.3998318554051079;male;0.1469491804436178;own;little;rich;0.42594948621274675;12.525.737.273.156.500;radio/TV
-0.5906296206958713;-0.6636892170890771;male;0.1469491804436178;own;little;moderate;-0.7809301939136052;-12.364.778.603.818.700;radio/TV
-0.5871655173486814;34.700.761.159.597.700;male;1.677.669.810.064.630;free;little;little;11.851.671.880.719.600;0.2569530922366421;car
-0.5837014140014916;-0.4877843092997643;female;0.1469491804436178;own;moderate;;-0.49879327016013203;-0.2408572253028645;education
-0.5802373106543017;-10.154.990.326.677.000;female;1.677.669.810.064.630;own;moderate;moderate;14.662.407.817.107.900;32.438.149.974.736.800;car
-0.5767732073071119;-10.154.990.326.677.000;female;-13.837.714.491.773.900;rent;moderate;;29.485.229.615.311.700;22.481.943.623.946.600;car
-0.573309103959922;-1.103.451.486.562.350;male;0.1469491804436178;rent;little;little;0.2972865423402458;0.2569530922366421;furniture/equipment
-0.5698450006127321;0.7435500452254252;male;1.677.669.810.064.630;rent;little;little;0.03996065459524388;-12.364.778.603.818.700;furniture/equipment
-0.5663808972655423;-1.103.451.486.562.350;female;-13.837.714.491.773.900;own;little;moderate;-0.41479019110287935;-0.6556991565857866;radio/TV
-0.5629167939183524;-10.154.990.326.677.000;female;0.1469491804436178;rent;;little;-0.7075604160028403;-0.4897623840726178;domestic appliances
-0.5594526905711625;-0.6636892170890771;male;0.1469491804436178;own;little;little;0.3181987012616716;0.2569530922366421;furniture/equipment
-0.5559885872239727;-0.3998318554051079;male;-13.837.714.491.773.900;own;little;moderate;-0.6203673466016413;-0.9046043153555399;furniture/equipment
-0.5525244838767829;-10.154.990.326.677.000;female;0.1469491804436178;free;little;moderate;0.8760925680807253;0.2569530922366421;education
-0.5490603805295929;-0.8395941248783899;female;-13.837.714.491.773.900;rent;little;little;0.11616597947840561;0.008047933466888799;furniture/equipment
-0.5455962771824031;-0.9275465787730462;male;0.1469491804436178;rent;quite rich;moderate;-0.020649161939735913;-0.2408572253028645;radio/TV
-0.5421321738352133;-0.22392694761579512;male;1.677.669.810.064.630;own;little;moderate;0.41389841158006074;-0.2408572253028645;business
-0.5386680704880233;0.12788286796283044;male;-13.837.714.491.773.900;own;little;rich;0.2402211595207619;-0.9046043153555399;car
-0.5352039671408335;0.6555975913307688;female;-13.837.714.491.773.900;own;little;;-0.6423428356377158;-0.4897623840726178;radio/TV
-0.5317398637936437;-1.103.451.486.562.350;male;0.1469491804436178;own;little;moderate;-0.8468566610218289;-0.6556991565857866;radio/TV
-0.5282757604464539;-1.103.451.486.562.350;female;-29.144.920.787.984.100;rent;quite rich;moderate;0.17252247555479033;0.2569530922366421;radio/TV
-0.5248116570992639;-0.13597449372113873;male;-13.837.714.491.773.900;own;moderate;;-0.5416809181176324;-12.364.778.603.818.700;business
-0.5213475537520741;-0.3118794015104515;male;0.1469491804436178;free;rich;moderate;-0.7568280446482332;-0.9875727016121243;education
-0.5178834504048843;-1.103.451.486.562.350;female;0.1469491804436178;rent;little;;-0.7213837074932742;-0.9875727016121243;domestic appliances
-0.5144193470576943;-0.5757367631944207;female;0.1469491804436178;own;little;moderate;-0.8195645214125105;-0.9875727016121243;furniture/equipment
-0.5109552437105045;0.21583532185748686;male;1.677.669.810.064.630;own;;;-0.014978067994942484;-0.2408572253028645;car
-0.5074911403633147;-0.6636892170890771;male;0.1469491804436178;rent;little;little;1.037.718.745.507.330;-0.738667542842371;radio/TV
-0.5040270370161247;0.919454953014738;male;0.1469491804436178;free;quite rich;;-0.9017953836120153;-0.9046043153555399;education
-0.5005629336689349;-1.103.451.486.562.350;male;-13.837.714.491.773.900;own;little;moderate;-0.7178392737777783;0.2569530922366421;car
-0.49709883032174507;11.833.123.146.987.000;male;0.1469491804436178;own;;;-0.3332682156464738;-0.738667542842371;radio/TV
-0.4936347269745552;-0.8395941248783899;male;1.677.669.810.064.630;own;little;;0.42240505249725085;12.525.737.273.156.500;radio/TV
-0.49017062362736535;-0.6636892170890771;male;0.1469491804436178;own;little;;-0.8844276584060854;-0.738667542842371;radio/TV
-0.48670652028017547;-1.103.451.486.562.350;female;0.1469491804436178;rent;little;little;-0.3066849627802546;0.7547634097761486;furniture/equipment
-0.4832424169329856;2.238.741.761.434.580;male;0.1469491804436178;free;;moderate;-0.7203203773786254;-0.2408572253028645;education
-0.47977831358579576;0.12788286796283044;male;1.677.669.810.064.630;own;;rich;0.04527730516848772;-0.738667542842371;radio/TV
-0.4763142102386059;0.03993041406817406;female;0.1469491804436178;own;little;rich;-0.3630414588566393;-0.738667542842371;car
-0.47285010689141604;-1.279.356.394.351.670;male;0.1469491804436178;rent;little;;-0.5335287205719919;-12.364.778.603.818.700;furniture/equipment
-0.46938600354422616;-0.9275465787730462;male;-29.144.920.787.984.100;own;little;little;-0.28293725688643206;-0.2408572253028645;furniture/equipment
-0.46592190019703633;0.03993041406817406;male;0.1469491804436178;own;little;;-0.6129240357990998;-0.738667542842371;business
-0.46245779684984645;-0.7516416709837335;male;0.1469491804436178;own;little;;0.20513126573735255;-0.2408572253028645;car
-0.45899369350265656;-11.914.039.404.570.100;female;0.1469491804436178;rent;little;little;0.13424259142743467;-0.2408572253028645;furniture/equipment
-0.45552959015546673;0.5676451374361124;male;0.1469491804436178;own;little;little;0.06193614363131842;12.525.737.273.156.500;furniture/equipment
-0.45206548680827685;0.3917402296467996;female;0.1469491804436178;rent;little;moderate;-0.09579115670824888;-0.2408572253028645;furniture/equipment
-0.448601383461087;0.03993041406817406;male;0.1469491804436178;own;;;-0.06814457372738089;12.525.737.273.156.500;car
-0.44513728011389714;-0.22392694761579512;male;0.1469491804436178;own;little;;0.991995550577441;-0.2408572253028645;radio/TV
-0.44167317676670725;-1.103.451.486.562.350;female;0.1469491804436178;rent;little;;-0.39884023938314783;-0.9046043153555399;furniture/equipment
-0.4382090734195174;24.146.466.692.238.900;male;1.677.669.810.064.630;free;;;37.162.473.043.075.800;32.438.149.974.736.800;car
-0.43474497007232754;21.507.893.075.399.200;female;1.677.669.810.064.630;free;moderate;moderate;40.799.062.035.174.600;32.438.149.974.736.800;vacation/others
-0.4312808667251377;0.12788286796283044;female;0.1469491804436178;rent;little;little;1.564.421.595.630.020;22.481.943.623.946.600;business
-0.42781676337794783;-0.13597449372113873;male;0.1469491804436178;own;little;;-0.33716709273351925;-0.2408572253028645;radio/TV
-0.424352660030758;0.03993041406817406;male;0.1469491804436178;free;;;-0.859616622397614;-11.535.094.741.252.900;radio/TV
-0.4208885566835681;18.869.319.458.559.500;male;1.677.669.810.064.630;free;little;moderate;39.154.444.791.184.500;12.525.737.273.156.500;car
-0.41742445333637823;14.471.696.763.826.700;female;-13.837.714.491.773.900;own;moderate;;-10.311.672.142.276.100;-12.364.778.603.818.700;car
-0.4139603499891884;0.3037877757521432;male;0.1469491804436178;own;;little;-0.3754469768608749;-0.07492045278969563;furniture/equipment
-0.4104962466419985;0.21583532185748686;female;1.677.669.810.064.630;free;little;moderate;34.397.814.744.989.000;-0.2408572253028645;car
-0.4070321432948087;-0.9275465787730462;female;0.1469491804436178;rent;;;-0.7047248690304435;0.09101631972347322;car
-0.4035680399476188;-0.8395941248783899;male;0.1469491804436178;own;little;rich;-0.6880660305676128;-0.738667542842371;car
-0.4001039366004289;-0.8395941248783899;male;-13.837.714.491.773.900;own;moderate;;0.3547063685312793;0.7547634097761486;business
-0.3966398332532391;-0.9275465787730462;female;0.1469491804436178;own;little;;-0.3662314492005856;-0.2408572253028645;radio/TV
-0.3931757299060492;-1.279.356.394.351.670;female;0.1469491804436178;rent;;;-0.760372478363729;-0.2408572253028645;radio/TV
-0.3897116265588594;0.3917402296467996;male;1.677.669.810.064.630;own;little;moderate;14.541.897.070.781.000;-0.2408572253028645;furniture/equipment
-0.3862475232116695;-0.7516416709837335;male;0.1469491804436178;own;quite rich;moderate;-0.3350404325042217;-0.4897623840726178;business
-0.38278341986447967;-0.7516416709837335;female;0.1469491804436178;own;little;;-0.6458872693532116;-0.9875727016121243;business
-0.3793193165172898;-0.4877843092997643;male;1.677.669.810.064.630;own;little;;-0.514388778508314;-0.2408572253028645;car
-0.3758552131700999;-14.552.613.021.409.800;female;-13.837.714.491.773.900;rent;rich;moderate;-0.8110578804953203;-0.738667542842371;furniture/equipment
-0.37239110982291007;0.3037877757521432;male;1.677.669.810.064.630;free;little;little;-0.007889200563950694;12.525.737.273.156.500;car
-0.3689270064757202;-0.3998318554051079;female;0.1469491804436178;own;little;little;-0.46583003660602024;-12.364.778.603.818.700;radio/TV
-0.36546290312853036;-0.3998318554051079;male;1.677.669.810.064.630;own;little;;-0.3066849627802546;-0.9875727016121243;furniture/equipment
-0.3619987997813405;-0.3118794015104515;male;0.1469491804436178;rent;moderate;moderate;3.008.778.334.694.600;15.014.788.860.854.000;education
-0.3585346964341506;17.110.270.380.666.400;female;1.677.669.810.064.630;free;little;little;-0.2457207028737252;-0.738667542842371;furniture/equipment
-0.35507059308696076;0.919454953014738;male;0.1469491804436178;own;little;little;-0.32724267833013077;12.525.737.273.156.500;furniture/equipment
-0.3516064897397709;0.919454953014738;male;0.1469491804436178;rent;little;moderate;-0.7259914713234189;-0.738667542842371;car
-0.34814238639258105;0.6555975913307688;female;-13.837.714.491.773.900;own;rich;;-0.6221395634593891;0.2569530922366421;radio/TV
-0.34467828304539117;0.3037877757521432;male;0.1469491804436178;own;little;;-0.6373806284360215;-0.2408572253028645;radio/TV
-0.34121417969820134;-0.6636892170890771;male;0.1469491804436178;own;;moderate;-0.49064107261449147;-0.2408572253028645;business
-0.33775007635101145;-0.7516416709837335;male;0.1469491804436178;own;little;;19.057.505.624.322.800;0.2569530922366421;business
-0.33428597300382157;-0.7516416709837335;male;-13.837.714.491.773.900;own;little;;-0.8752121307457961;-0.5727307703292022;car
-0.33082186965663174;0.6555975913307688;male;0.1469491804436178;own;;moderate;-0.131944380606307;-0.2408572253028645;car
-0.32735776630944186;-11.914.039.404.570.100;male;0.1469491804436178;own;little;moderate;-0.4367656801389539;0.2569530922366421;radio/TV
-0.323893662962252;0.6555975913307688;male;0.1469491804436178;own;;;-0.3807636274341188;0.2569530922366421;car
-0.32042955961506214;-0.7516416709837335;male;0.1469491804436178;own;little;little;-0.7862468444868491;-0.4897623840726178;radio/TV
-0.31696545626787226;-0.8395941248783899;male;1.677.669.810.064.630;own;quite rich;;-0.012851407765644947;0.2569530922366421;radio/TV
-0.31350135292068243;-0.6636892170890771;male;0.1469491804436178;own;quite rich;rich;-0.8266533888435023;-0.738667542842371;car
-0.31003724957349255;-13.673.088.482.463.200;female;0.1469491804436178;own;little;moderate;-0.46228560289052434;0.2569530922366421;radio/TV
-0.3065731462263027;-0.048022039826482336;male;1.677.669.810.064.630;own;little;;14.113.020.591.206.000;1.003.668.568.545.900;car
-0.30310904287911283;0.5676451374361124;male;1.677.669.810.064.630;own;little;;-0.3470915071369078;-0.738667542842371;business
-0.299644939531923;0.3917402296467996;male;-13.837.714.491.773.900;rent;quite rich;;-0.5934296503638724;-0.9046043153555399;car
-0.2961808361847331;-0.048022039826482336;female;0.1469491804436178;own;;little;-0.6699894186185837;0.2569530922366421;car
-0.29271673283754324;-0.048022039826482336;male;0.1469491804436178;own;little;;0.9111824618641347;12.525.737.273.156.500;car
-0.2892526294903534;-0.22392694761579512;male;-13.837.714.491.773.900;own;little;little;-0.2453662595021756;-0.738667542842371;car
-0.2857885261431635;-1.103.451.486.562.350;female;0.1469491804436178;rent;;little;18.430.140.856.680.000;-0.2408572253028645;education
-0.2823244227959737;-0.3998318554051079;female;1.677.669.810.064.630;own;quite rich;;-0.17341425507760896;0.008047933466888799;car
-0.2788603194487838;-0.22392694761579512;female;0.1469491804436178;own;;moderate;-0.7901457215738945;-0.2408572253028645;car
-0.2753962161015939;-13.673.088.482.463.200;female;0.1469491804436178;rent;rich;;-0.030219132971574827;-0.4897623840726178;car
-0.2719321127544041;-0.4877843092997643;male;0.1469491804436178;own;;moderate;-0.4406645572259994;-0.738667542842371;car
-0.2684680094072142;10.074.074.069.093.900;male;-13.837.714.491.773.900;own;little;moderate;-0.8199189647840601;-0.738667542842371;car
